Iteration,IMUNo,OrientationX (deg),OrientationY,OrientationZ,GyroX (20rad/sec),GyroY,GyroZ,Elbow_Pos (rad),Time (sec)
57.00,0.00,257.50,9.12,-102.69,-0.81,1.25,0.50,-0.05,1.02
57.00,1.00,329.00,-7.69,-42.62,-0.56,1.06,-0.69,-0.05,1.02
57.00,2.00,246.56,-15.06,23.62,0.81,0.12,0.50,-0.05,1.02
57.00,0.00,257.44,9.12,-102.69,-0.31,1.06,0.56,-0.09,1.04
57.00,1.00,329.00,-7.75,-42.62,-0.75,0.81,-0.56,-0.09,1.04
57.00,2.00,246.56,-15.06,23.62,0.75,-0.12,0.44,-0.09,1.04
57.00,0.00,257.44,9.12,-102.69,-0.75,0.81,0.50,-0.12,1.06
57.00,1.00,329.00,-7.75,-42.62,-1.06,0.56,-0.62,-0.12,1.06
57.00,2.00,246.56,-15.06,23.62,0.38,-0.25,0.38,-0.12,1.06
57.00,0.00,257.44,9.12,-102.69,-0.56,0.94,0.50,-0.15,1.08
57.00,1.00,329.00,-7.75,-42.56,-0.88,1.00,-0.56,-0.15,1.08
57.00,2.00,246.56,-15.06,23.62,0.31,0.19,0.31,-0.15,1.08
57.00,0.00,257.44,9.12,-102.69,-0.38,0.69,0.38,-0.17,1.10
57.00,1.00,329.00,-7.75,-42.56,-0.75,0.62,-0.62,-0.17,1.10
57.00,2.00,246.56,-15.06,23.62,0.25,0.25,-0.06,-0.17,1.10
57.00,0.00,257.44,9.06,-102.69,-0.19,0.50,0.25,-0.18,1.12
57.00,1.00,329.00,-7.75,-42.56,-0.88,0.56,-0.62,-0.18,1.12
57.00,2.00,246.56,-15.06,23.62,0.19,0.31,-0.06,-0.18,1.12
57.00,0.00,257.44,9.06,-102.69,-0.31,0.00,0.06,-0.19,1.14
57.00,1.00,329.00,-7.81,-42.56,-0.75,0.31,-0.75,-0.19,1.14
57.00,2.00,246.56,-15.06,23.62,0.00,0.19,-0.25,-0.19,1.14
57.00,0.00,257.50,9.06,-102.69,-0.25,-0.31,0.12,-0.19,1.16
57.00,1.00,329.00,-7.81,-42.56,-0.56,0.19,-0.69,-0.19,1.16
57.00,2.00,246.56,-15.06,23.62,-0.38,0.06,-0.31,-0.19,1.16
57.00,0.00,257.50,9.06,-102.69,-0.19,-0.31,-0.06,-0.18,1.18
57.00,1.00,329.00,-7.81,-42.56,-0.81,-0.25,-0.75,-0.18,1.18
57.00,2.00,246.56,-15.06,23.62,-0.44,0.19,-0.19,-0.18,1.18
57.00,0.00,257.50,9.06,-102.69,-0.19,-0.31,-0.06,-0.17,1.20
57.00,1.00,329.00,-7.81,-42.50,-0.62,-0.50,-0.56,-0.17,1.20
57.00,2.00,246.56,-15.06,23.62,-0.56,-0.12,-0.25,-0.17,1.20
57.00,0.00,257.50,9.06,-102.69,0.06,0.19,0.00,-0.13,1.22
57.00,1.00,329.06,-7.81,-42.50,-0.44,-0.81,-0.31,-0.13,1.22
57.00,2.00,246.56,-15.06,23.62,-1.06,0.00,-0.19,-0.13,1.22
57.00,0.00,257.50,9.06,-102.62,0.38,0.31,0.31,-0.08,1.24
57.00,1.00,329.06,-7.81,-42.50,-1.06,-0.31,-0.75,-0.08,1.24
57.00,2.00,246.56,-15.06,23.62,-1.31,0.50,-0.19,-0.08,1.24
57.00,0.00,257.50,9.06,-102.69,0.62,0.38,0.31,-0.01,1.26
57.00,1.00,329.06,-7.81,-42.50,-1.44,-0.25,-0.94,-0.01,1.26
57.00,2.00,246.56,-15.06,23.69,-1.44,0.88,-0.56,-0.01,1.26
57.00,0.00,257.50,9.00,-102.69,0.62,0.62,0.12,0.06,1.28
57.00,1.00,329.06,-7.81,-42.44,-1.19,0.19,-0.50,0.06,1.28
57.00,2.00,246.56,-15.06,23.69,-1.62,0.50,-0.62,0.06,1.28
57.00,0.00,257.50,9.00,-102.69,0.19,0.56,0.25,0.10,1.30
57.00,1.00,329.06,-7.81,-42.44,-0.75,-0.06,-0.56,0.10,1.30
57.00,2.00,246.56,-15.06,23.75,-0.94,-0.88,-0.38,0.10,1.30
57.00,0.00,257.50,9.00,-102.69,0.56,0.38,0.62,0.07,1.32
57.00,1.00,329.06,-7.81,-42.44,-0.25,-0.88,-1.00,0.07,1.32
57.00,2.00,246.56,-15.06,23.69,1.38,-1.50,-0.88,0.07,1.32
57.00,0.00,257.50,9.06,-102.69,1.88,-0.25,1.62,0.02,1.34
57.00,1.00,329.12,-7.81,-42.44,-0.50,-1.12,-1.50,0.02,1.34
57.00,2.00,246.56,-15.00,23.69,3.31,-2.44,-2.31,0.02,1.34
57.00,0.00,257.44,9.06,-102.75,4.06,-0.75,4.06,0.09,1.36
57.00,1.00,329.19,-7.81,-42.38,-1.81,-2.50,-2.12,0.09,1.36
57.00,2.00,246.62,-14.94,23.69,1.94,-5.81,-2.81,0.09,1.36
57.00,0.00,257.38,9.19,-102.81,6.75,-0.81,7.62,0.28,1.38
57.00,1.00,329.25,-7.75,-42.31,-2.44,-6.31,-3.81,0.28,1.38
57.00,2.00,246.62,-14.75,23.69,0.88,-8.94,-2.19,0.28,1.38
57.00,0.00,257.19,9.31,-103.00,10.38,-1.94,11.69,0.66,1.40
57.00,1.00,329.38,-7.75,-42.25,-2.94,-5.50,-5.06,0.66,1.40
57.00,2.00,246.62,-14.62,23.69,-1.62,-6.94,-1.94,0.66,1.40
57.00,0.00,256.94,9.56,-103.25,12.88,-1.44,14.12,1.19,1.42
57.00,1.00,329.56,-7.75,-42.19,-1.31,-4.94,-5.00,1.19,1.42
57.00,2.00,246.69,-14.50,23.81,-3.69,-4.75,-3.38,1.19,1.42
57.00,0.00,256.56,9.88,-103.56,21.56,-1.38,17.75,2.03,1.44
57.00,1.00,329.69,-7.75,-42.12,-2.00,-4.25,-4.94,2.03,1.44
57.00,2.00,246.69,-14.44,23.88,-4.81,-4.62,-3.62,2.03,1.44
57.00,0.00,256.12,10.19,-104.06,24.88,-2.06,17.75,2.92,1.46
57.00,1.00,329.75,-7.75,-42.06,-2.69,-2.44,-5.12,2.92,1.46
