Iteration,IMUNo,OrientationX (deg),OrientationY,OrientationZ,GyroX (20rad/sec),GyroY,GyroZ,Elbow_Pos (rad),Time (sec)
3.00,0.00,216.25,3.19,-105.19,-0.62,-0.06,1.94,-0.01,1.02
3.00,1.00,255.81,-0.81,-65.56,-0.75,-0.25,-0.25,-0.01,1.02
3.00,2.00,332.06,-14.31,20.38,-0.12,0.19,-0.56,-0.01,1.02
3.00,0.00,216.38,3.19,-105.19,-0.75,-0.88,1.44,-0.03,1.04
3.00,1.00,255.81,-0.81,-65.56,-0.75,-0.81,-0.06,-0.03,1.04
3.00,2.00,332.06,-14.31,20.38,0.31,-0.44,-0.56,-0.03,1.04
3.00,0.00,216.38,3.19,-105.19,-0.56,-0.75,0.12,-0.04,1.06
3.00,1.00,255.81,-0.81,-65.56,-0.19,-0.19,0.25,-0.04,1.06
3.00,2.00,332.06,-14.31,20.38,-0.19,-0.38,-0.38,-0.04,1.06
3.00,0.00,216.38,3.19,-105.19,-0.25,-0.62,-0.75,-0.03,1.08
3.00,1.00,255.81,-0.81,-65.56,-0.12,-0.19,0.38,-0.03,1.08
3.00,2.00,332.06,-14.31,20.38,-0.62,-0.25,0.25,-0.03,1.08
3.00,0.00,216.44,3.19,-105.19,0.44,-1.31,-1.31,-0.01,1.10
3.00,1.00,255.81,-0.81,-65.56,-0.50,-0.12,0.50,-0.01,1.10
3.00,2.00,332.06,-14.31,20.38,-0.44,0.06,0.31,-0.01,1.10
3.00,0.00,216.50,3.12,-105.19,0.69,-1.25,-1.19,0.00,1.12
3.00,1.00,255.81,-0.81,-65.50,-0.75,-0.06,-0.06,0.00,1.12
3.00,2.00,332.06,-14.31,20.38,-0.25,-0.25,-0.25,0.00,1.12
3.00,0.00,216.56,3.12,-105.19,0.69,0.56,-0.94,0.02,1.14
3.00,1.00,255.81,-0.81,-65.50,-0.38,-0.06,-0.06,0.02,1.14
3.00,2.00,332.06,-14.31,20.38,-0.06,-0.19,0.06,0.02,1.14
3.00,0.00,216.56,3.12,-105.19,0.62,2.38,-0.94,0.03,1.16
3.00,1.00,255.81,-0.81,-65.50,-0.31,-0.06,0.06,0.03,1.16
3.00,2.00,332.06,-14.31,20.38,-0.06,0.06,1.06,0.03,1.16
3.00,0.00,216.50,3.12,-105.19,0.69,3.31,-0.88,0.05,1.18
3.00,1.00,255.81,-0.81,-65.50,-0.25,-0.06,0.31,0.05,1.18
3.00,2.00,332.06,-14.38,20.38,-0.19,-0.06,1.44,0.05,1.18
3.00,0.00,216.44,3.12,-105.19,0.56,3.25,-0.81,0.07,1.20
3.00,1.00,255.81,-0.81,-65.50,-0.06,0.25,0.56,0.07,1.20
3.00,2.00,332.00,-14.38,20.38,-0.69,-0.38,2.06,0.07,1.20
3.00,0.00,216.38,3.12,-105.19,0.44,2.81,-1.06,0.10,1.22
3.00,1.00,255.81,-0.75,-65.50,-0.44,0.69,0.62,0.10,1.22
3.00,2.00,331.94,-14.38,20.38,-1.00,-0.44,1.94,0.10,1.22
3.00,0.00,216.12,3.12,-105.19,0.62,1.81,-1.06,0.12,1.24
3.00,1.00,255.75,-0.75,-65.50,-0.06,1.00,0.56,0.12,1.24
3.00,2.00,331.94,-14.38,20.38,-0.69,-0.69,1.44,0.12,1.24
3.00,0.00,216.12,3.06,-105.19,0.56,1.50,-1.31,0.13,1.26
3.00,1.00,255.75,-0.81,-65.50,-0.62,0.31,0.31,0.13,1.26
3.00,2.00,331.88,-14.38,20.38,-0.06,-0.25,1.06,0.13,1.26
3.00,0.00,216.12,3.06,-105.19,0.44,1.69,-1.25,0.15,1.28
3.00,1.00,255.75,-0.81,-65.50,-0.50,0.44,0.50,0.15,1.28
3.00,2.00,331.88,-14.38,20.38,-0.25,-0.44,1.19,0.15,1.28
3.00,0.00,215.94,3.06,-105.19,0.38,2.00,-1.06,0.16,1.30
3.00,1.00,255.75,-0.81,-65.50,-0.38,0.75,0.00,0.16,1.30
3.00,2.00,331.88,-14.38,20.38,-0.31,-0.38,1.56,0.16,1.30
3.00,0.00,215.94,3.06,-105.19,0.38,1.19,-0.94,0.18,1.32
3.00,1.00,255.75,-0.81,-65.50,-0.25,0.44,0.12,0.18,1.32
3.00,2.00,331.81,-14.44,20.38,-0.44,0.12,1.38,0.18,1.32
3.00,0.00,215.94,3.06,-105.19,0.38,0.38,-0.62,0.18,1.34
3.00,1.00,255.75,-0.81,-65.50,-0.25,0.31,0.19,0.18,1.34
3.00,2.00,331.81,-14.44,20.38,0.06,0.19,0.88,0.18,1.34
3.00,0.00,215.94,3.00,-105.19,0.62,0.12,-0.62,0.19,1.36
3.00,1.00,255.75,-0.81,-65.50,-0.38,0.12,-0.06,0.19,1.36
3.00,2.00,331.81,-14.44,20.38,0.12,0.12,0.56,0.19,1.36
3.00,0.00,215.94,3.00,-105.19,-0.25,0.00,-0.81,0.18,1.38
3.00,1.00,255.75,-0.81,-65.50,-0.44,0.12,-0.12,0.18,1.38
3.00,2.00,331.81,-14.44,20.38,0.31,0.00,0.31,0.18,1.38
3.00,0.00,216.12,3.00,-105.19,0.00,-0.06,-0.62,0.18,1.40
3.00,1.00,255.75,-0.81,-65.50,-0.50,0.25,0.00,0.18,1.40
3.00,2.00,331.81,-14.44,20.38,-0.06,-0.12,0.38,0.18,1.40
3.00,0.00,216.12,3.00,-105.19,-0.06,-0.12,-0.38,0.18,1.42
3.00,1.00,255.75,-0.81,-65.50,-0.31,-0.19,0.06,0.18,1.42
3.00,2.00,331.81,-14.44,20.38,-0.06,-0.06,0.25,0.18,1.42
3.00,0.00,216.12,3.00,-105.19,-0.19,-0.62,0.25,0.18,1.44
3.00,1.00,255.75,-0.81,-65.50,-0.38,0.06,0.06,0.18,1.44
3.00,2.00,331.81,-14.44,20.38,-0.12,-0.06,0.00,0.18,1.44
3.00,0.00,216.19,3.00,-105.19,-0.56,-0.75,0.25,0.18,1.46
3.00,1.00,255.75,-0.81,-65.50,-0.56,-0.06,0.12,0.18,1.46
3.00,2.00,331.81,-14.44,20.38,-0.31,0.00,-0.12,0.18,1.46
3.00,0.00,216.19,3.00,-105.19,-0.56,-1.00,0.56,0.16,1.48
3.00,1.00,255.75,-0.81,-65.50,-0.88,-0.44,-0.12,0.16,1.48
3.00,2.00,331.81,-14.44,20.38,0.12,-0.19,-0.25,0.16,1.48
3.00,0.00,216.44,3.00,-105.19,-0.81,-1.38,0.38,0.14,1.50
3.00,1.00,255.75,-0.81,-65.50,-0.88,-0.06,-0.12,0.14,1.50
3.00,2.00,331.81,-14.44,20.38,0.31,0.00,-0.75,0.14,1.50
3.00,0.00,216.50,3.00,-105.19,-1.00,-1.19,0.25,0.12,1.52
3.00,1.00,255.75,-0.81,-65.50,-1.38,0.19,0.00,0.12,1.52
3.00,2.00,331.81,-14.44,20.38,-0.06,-0.06,-0.50,0.12,1.52
3.00,0.00,216.75,2.94,-105.19,-1.38,-1.19,0.25,0.11,1.54
3.00,1.00,255.75,-0.81,-65.44,-1.44,0.19,0.25,0.11,1.54
3.00,2.00,331.81,-14.44,20.38,-0.75,0.00,-0.44,0.11,1.54
3.00,0.00,216.75,2.94,-105.12,-1.31,-1.44,0.19,0.10,1.56
3.00,1.00,255.75,-0.81,-65.44,-2.00,0.19,0.25,0.10,1.56
3.00,2.00,331.81,-14.44,20.38,-0.56,-0.56,-0.50,0.10,1.56
3.00,0.00,216.81,2.94,-105.12,-1.31,-0.94,0.25,0.07,1.58
3.00,1.00,255.75,-0.81,-65.38,-2.06,0.62,-0.25,0.07,1.58
3.00,2.00,331.81,-14.44,20.38,0.31,-0.75,-1.19,0.07,1.58
3.00,0.00,216.81,2.94,-105.06,-0.69,0.19,0.25,0.03,1.60
3.00,1.00,255.75,-0.81,-65.31,-2.44,0.19,0.06,0.03,1.60
3.00,2.00,331.81,-14.38,20.38,1.12,-1.75,-1.06,0.03,1.60
3.00,0.00,216.75,2.94,-105.12,0.69,2.38,0.50,0.03,1.62
3.00,1.00,255.75,-0.81,-65.25,-3.00,-0.44,-0.25,0.03,1.62
3.00,2.00,331.88,-14.31,20.31,1.12,-1.62,-1.25,0.03,1.62
3.00,0.00,216.69,3.00,-105.19,2.44,4.00,0.94,0.06,1.64
3.00,1.00,255.75,-0.81,-65.25,-3.50,0.38,-0.69,0.06,1.64
