Iteration,IMUNo,OrientationX (deg),OrientationY,OrientationZ,GyroX (20rad/sec),GyroY,GyroZ,Elbow_Pos (rad),Time (sec)
6.00,0.00,209.00,7.06,-102.19,-0.38,0.38,-0.19,0.01,0.00
6.00,1.00,261.31,3.31,-69.88,-0.62,-0.31,-0.12,0.01,0.00
6.00,2.00,340.50,-22.56,-1.94,-0.88,-0.31,0.06,0.01,0.00
6.00,0.00,208.94,7.06,-102.19,-0.56,0.19,0.12,0.01,1.02
6.00,1.00,261.38,3.25,-69.75,-0.31,0.06,-0.44,0.01,1.02
6.00,2.00,340.44,-22.56,-1.75,-0.62,-0.19,-0.06,0.01,1.02
6.00,0.00,208.88,7.06,-102.19,-0.12,0.69,-0.06,0.02,1.04
6.00,1.00,261.38,3.25,-69.75,-0.06,-0.06,-0.38,0.02,1.04
6.00,2.00,340.44,-22.56,-1.75,-0.81,0.12,-0.12,0.02,1.04
6.00,0.00,208.88,7.06,-102.19,0.25,0.62,0.06,0.04,1.06
6.00,1.00,261.38,3.25,-69.75,-0.75,-0.31,-0.38,0.04,1.06
6.00,2.00,340.44,-22.56,-1.69,-0.81,0.38,-0.12,0.04,1.06
6.00,0.00,208.88,7.06,-102.19,0.12,0.19,0.06,0.07,1.08
6.00,1.00,261.38,3.25,-69.75,-1.00,0.06,-0.44,0.07,1.08
6.00,2.00,340.44,-22.56,-1.69,-1.06,0.19,-0.38,0.07,1.08
6.00,0.00,208.88,7.06,-102.19,-0.50,0.19,-0.12,0.07,1.10
6.00,1.00,261.38,3.25,-69.69,-0.44,0.25,-0.38,0.07,1.10
6.00,2.00,340.44,-22.56,-1.69,-0.75,-0.12,-0.06,0.07,1.10
6.00,0.00,208.88,7.06,-102.19,-0.19,0.06,-0.25,0.07,1.12
6.00,1.00,261.38,3.31,-69.69,-0.56,-0.25,-0.25,0.07,1.12
6.00,2.00,340.44,-22.56,-1.69,-0.25,-0.38,-0.25,0.07,1.12
6.00,0.00,208.88,7.06,-102.19,0.12,-0.12,-0.31,0.07,1.14
6.00,1.00,261.38,3.31,-69.69,-0.31,0.06,-0.31,0.07,1.14
6.00,2.00,340.44,-22.56,-1.69,0.19,-0.56,0.00,0.07,1.14
6.00,0.00,208.88,7.06,-102.19,0.00,-0.12,-0.06,0.06,1.16
6.00,1.00,261.38,3.31,-69.62,-0.19,-0.19,-0.06,0.06,1.16
