Iteration,IMUNo,OrientationX (deg),OrientationY,OrientationZ,GyroX (20rad/sec),GyroY,GyroZ,Elbow_Pos (rad),Time (sec)
4.00,0.00,273.88,-2.38,-104.81,26.62,-11.12,10.00,0.70,1.02
4.00,1.00,268.69,-1.75,-46.50,-4.12,-0.38,3.56,0.70,1.02
4.00,2.00,339.75,-21.19,10.75,-5.56,-5.38,1.69,0.70,1.02
4.00,0.00,273.94,-2.25,-105.38,29.69,-9.94,9.75,1.44,1.04
4.00,1.00,268.62,-1.69,-46.44,-3.06,-1.00,3.88,1.44,1.04
4.00,2.00,339.69,-21.06,10.88,-4.62,-6.31,2.25,1.44,1.04
4.00,0.00,274.06,-2.12,-106.00,33.44,-10.25,9.62,2.27,1.06
4.00,1.00,268.56,-1.62,-46.38,-2.62,-1.50,3.94,2.27,1.06
4.00,2.00,339.56,-21.00,10.94,-4.44,-6.88,2.69,2.27,1.06
4.00,0.00,274.19,-2.00,-106.69,34.38,-10.75,9.81,3.08,1.08
4.00,1.00,268.06,-1.50,-46.31,-2.62,-1.69,4.12,3.08,1.08
4.00,2.00,339.50,-20.88,11.00,-3.31,-6.06,2.38,3.08,1.08
4.00,0.00,274.31,-1.88,-107.38,38.00,-11.62,10.31,3.98,1.10
4.00,1.00,268.00,-1.44,-46.25,-2.50,-1.31,4.31,3.98,1.10
4.00,2.00,339.44,-20.75,11.06,-3.50,-6.81,2.44,3.98,1.10
4.00,0.00,274.44,-1.75,-108.12,41.69,-11.31,10.75,5.00,1.12
4.00,1.00,267.69,-1.38,-46.19,-2.19,-1.88,3.69,5.00,1.12
4.00,2.00,339.38,-20.62,11.12,-5.19,-8.88,3.25,5.00,1.12
4.00,0.00,274.25,-1.62,-108.94,42.88,-12.19,10.12,6.01,1.14
4.00,1.00,267.62,-1.25,-46.12,-2.00,-2.81,3.12,6.01,1.14
4.00,2.00,339.31,-20.50,11.25,-3.38,-7.31,2.19,6.01,1.14
4.00,0.00,274.56,-1.56,-109.81,44.25,-14.25,8.62,7.00,1.16
4.00,1.00,267.56,-1.19,-46.06,-2.62,-2.44,3.06,7.00,1.16
4.00,2.00,339.25,-20.38,11.25,-1.56,-6.06,0.75,7.00,1.16
4.00,0.00,274.75,-1.50,-110.62,43.12,-10.88,8.69,8.00,1.18
4.00,1.00,267.44,-1.06,-46.00,-3.12,-3.00,3.44,8.00,1.18
4.00,2.00,339.19,-20.25,11.31,-2.75,-6.62,1.31,8.00,1.18
4.00,0.00,274.75,-1.38,-111.44,42.25,-6.88,9.00,8.98,1.20
4.00,1.00,267.38,-1.00,-45.94,-2.69,-2.69,3.69,8.98,1.20
4.00,2.00,339.12,-20.12,11.31,-3.06,-8.19,2.50,8.98,1.20
4.00,0.00,274.81,-1.25,-112.25,46.69,-6.81,13.00,10.08,1.22
4.00,1.00,267.06,-0.88,-45.88,-3.12,-2.75,3.94,10.08,1.22
4.00,2.00,339.06,-19.94,11.38,-4.19,-10.06,3.12,10.08,1.22
4.00,0.00,274.50,-1.06,-113.19,47.56,-6.31,15.00,11.19,1.24
4.00,1.00,267.00,-0.75,-45.75,-2.50,-3.31,3.56,11.19,1.24
4.00,2.00,338.94,-19.75,11.44,-3.56,-10.38,3.38,11.19,1.24
4.00,0.00,274.44,-0.81,-114.06,45.19,-7.06,14.25,12.23,1.26
4.00,1.00,266.94,-0.69,-45.69,-2.81,-3.25,4.06,12.23,1.26
4.00,2.00,338.88,-19.56,11.44,-2.44,-9.06,2.81,12.23,1.26
4.00,0.00,274.38,-0.62,-114.94,44.12,-6.75,13.56,13.24,1.28
4.00,1.00,266.81,-0.56,-45.62,-2.12,-3.38,3.69,13.24,1.28
4.00,2.00,338.81,-19.44,11.50,-2.56,-9.06,2.00,13.24,1.28
4.00,0.00,274.31,-0.44,-115.75,42.56,-4.38,13.25,14.23,1.30
4.00,1.00,266.81,-0.44,-45.56,-2.50,-3.62,3.44,14.23,1.30
4.00,2.00,338.75,-19.25,11.56,-2.81,-10.25,1.69,14.23,1.30
4.00,0.00,274.25,-0.25,-116.62,44.06,-6.88,14.25,15.24,1.32
4.00,1.00,266.50,-0.38,-45.50,-1.69,-4.00,3.44,15.24,1.32
4.00,2.00,338.69,-19.06,11.56,-2.75,-9.62,1.06,15.24,1.32
4.00,0.00,273.81,-0.06,-117.44,44.50,-8.56,16.38,16.25,1.34
4.00,1.00,266.50,-0.25,-45.50,-1.56,-4.50,3.25,16.25,1.34
4.00,2.00,338.69,-18.88,11.62,-2.00,-10.62,0.62,16.25,1.34
4.00,0.00,273.81,0.06,-118.31,41.88,-9.81,16.38,17.18,1.36
4.00,1.00,266.44,-0.12,-45.44,-1.50,-4.62,3.44,17.18,1.36
4.00,2.00,338.62,-18.69,11.62,-0.94,-10.50,0.44,17.18,1.36
4.00,0.00,273.88,0.25,-119.06,40.25,-11.50,15.62,18.07,1.38
4.00,1.00,266.38,0.00,-45.38,-1.94,-4.69,3.81,18.07,1.38
4.00,2.00,338.62,-18.50,11.62,-0.88,-9.88,0.50,18.07,1.38
4.00,0.00,273.69,0.38,-119.81,39.19,-11.44,15.94,18.98,1.40
4.00,1.00,266.38,0.06,-45.31,-2.44,-4.62,3.81,18.98,1.40
4.00,2.00,338.56,-18.31,11.69,-2.75,-9.88,0.56,18.98,1.40
4.00,0.00,273.75,0.56,-120.62,39.88,-13.31,16.69,19.88,1.42
4.00,1.00,265.94,0.19,-45.25,-2.69,-4.12,3.75,19.88,1.42
4.00,2.00,338.56,-18.12,11.75,-1.62,-10.81,-0.44,19.88,1.42
4.00,0.00,273.75,0.69,-121.38,40.75,-16.12,17.12,20.81,1.44
4.00,1.00,265.88,0.31,-45.19,-2.06,-5.25,3.38,20.81,1.44
4.00,2.00,338.56,-17.88,11.75,-1.75,-12.06,-0.88,20.81,1.44
4.00,0.00,274.00,0.75,-122.19,39.38,-16.62,16.56,21.68,1.46
4.00,1.00,265.88,0.44,-45.12,-1.88,-5.69,2.62,21.68,1.46
4.00,2.00,338.56,-17.62,11.81,-0.94,-11.25,-1.19,21.68,1.46
4.00,0.00,274.31,0.88,-122.94,38.31,-17.56,15.00,22.51,1.48
4.00,1.00,265.69,0.56,-45.06,-1.50,-6.12,2.19,22.51,1.48
4.00,2.00,338.56,-17.44,11.88,0.12,-9.88,-1.56,22.51,1.48
4.00,0.00,274.50,0.88,-123.69,39.25,-18.19,15.25,23.37,1.50
4.00,1.00,265.69,0.69,-45.00,-1.38,-6.12,1.50,23.37,1.50
4.00,2.00,338.56,-17.25,11.88,-0.38,-10.88,-2.06,23.37,1.50
4.00,0.00,274.81,0.94,-124.50,40.00,-19.12,16.31,24.22,1.52
4.00,1.00,265.50,0.81,-45.00,0.00,-6.56,1.12,24.22,1.52
4.00,2.00,338.62,-17.00,11.88,1.00,-11.25,-2.62,24.22,1.52
4.00,0.00,275.06,1.06,-125.25,38.75,-18.94,16.19,25.01,1.54
4.00,1.00,265.50,0.88,-44.94,-0.19,-6.12,1.12,25.01,1.54
4.00,2.00,338.62,-16.81,11.88,2.12,-10.31,-2.88,25.01,1.54
4.00,0.00,275.31,1.12,-125.94,36.75,-17.12,15.50,25.75,1.56
4.00,1.00,265.56,1.06,-44.94,-0.12,-6.38,1.38,25.75,1.56
4.00,2.00,338.69,-16.62,11.88,2.69,-9.81,-2.56,25.75,1.56
4.00,0.00,275.56,1.19,-126.62,35.69,-15.19,15.25,26.48,1.58
4.00,1.00,265.50,1.12,-44.94,-0.06,-6.50,1.62,26.48,1.58
4.00,2.00,338.75,-16.44,11.81,2.06,-10.25,-2.50,26.48,1.58
4.00,0.00,275.81,1.25,-127.31,34.88,-15.06,15.38,27.21,1.60
4.00,1.00,265.50,1.31,-44.88,-0.31,-6.62,1.69,27.21,1.60
4.00,2.00,338.75,-16.19,11.81,1.50,-11.75,-1.88,27.21,1.60
4.00,0.00,276.06,1.31,-128.00,34.31,-14.88,15.50,27.90,1.62
4.00,1.00,265.44,1.44,-44.88,0.44,-7.00,1.56,27.90,1.62
4.00,2.00,338.81,-15.94,11.75,2.25,-11.56,-2.75,27.90,1.62
4.00,0.00,276.12,1.38,-128.62,32.88,-14.75,15.12,28.56,1.64
4.00,1.00,265.44,1.50,-44.88,0.25,-6.56,1.25,28.56,1.64
4.00,2.00,338.81,-15.75,11.75,2.56,-10.50,-2.88,28.56,1.64
4.00,0.00,276.44,1.44,-129.25,32.44,-15.81,14.81,29.21,1.66
4.00,1.00,265.50,1.69,-44.81,0.25,-6.88,1.25,29.21,1.66
