Iteration,IMUNo,OrientationX (deg),OrientationY,OrientationZ,GyroX (20rad/sec),GyroY,GyroZ,Elbow_Pos (rad),Time (sec)
52.00,0.00,281.69,-5.12,-99.88,0.50,-3.56,-1.06,0.07,1.02
52.00,1.00,273.69,-4.00,-45.25,-2.06,-0.50,-0.88,0.07,1.02
52.00,2.00,52.62,-23.31,12.00,-1.88,0.44,-1.81,0.07,1.02
52.00,0.00,281.75,-5.12,-99.88,0.06,-0.81,0.38,0.14,1.04
52.00,1.00,273.69,-4.00,-45.19,-2.25,0.50,-0.44,0.14,1.04
52.00,2.00,52.62,-23.31,12.06,-2.19,0.81,0.00,0.14,1.04
52.00,0.00,281.75,-5.06,-99.88,-0.44,0.31,0.12,0.17,1.06
52.00,1.00,273.69,-4.00,-45.12,-1.44,1.69,0.00,0.17,1.06
52.00,2.00,52.56,-23.31,12.12,-1.56,1.06,1.38,0.17,1.06
52.00,0.00,281.69,-5.06,-99.88,0.00,0.38,0.12,0.19,1.08
52.00,1.00,273.62,-4.00,-45.06,-0.44,1.81,-0.12,0.19,1.08
52.00,2.00,52.56,-23.31,12.12,-0.62,1.00,1.62,0.19,1.08
52.00,0.00,281.69,-5.06,-99.88,0.44,0.81,0.25,0.19,1.10
52.00,1.00,273.62,-4.00,-45.06,0.44,0.94,-0.25,0.19,1.10
52.00,2.00,52.50,-23.38,12.12,0.31,-0.12,1.62,0.19,1.10
52.00,0.00,281.69,-5.06,-99.88,0.69,1.56,0.62,0.20,1.12
52.00,1.00,273.62,-4.00,-45.06,0.12,0.75,0.19,0.20,1.12
52.00,2.00,52.50,-23.38,12.12,0.56,-0.88,1.12,0.20,1.12
52.00,0.00,281.56,-5.00,-99.88,0.62,2.75,1.31,0.23,1.14
52.00,1.00,273.62,-4.00,-45.00,-1.12,0.31,-0.25,0.23,1.14
52.00,2.00,52.50,-23.31,12.12,-0.69,-0.44,-0.50,0.23,1.14
52.00,0.00,281.50,-4.94,-99.88,0.00,2.06,1.00,0.34,1.16
52.00,1.00,273.62,-4.00,-45.00,-3.12,1.12,-0.94,0.34,1.16
52.00,2.00,52.50,-23.38,12.19,-3.44,1.44,-1.12,0.34,1.16
52.00,0.00,281.44,-4.94,-99.88,-0.19,-0.06,-0.31,0.45,1.18
