Iteration,IMUNo,OrientationX (deg),OrientationY,OrientationZ,GyroX (20rad/sec),GyroY,GyroZ,Elbow_Pos (rad),Time (sec)
67.00,0.00,281.56,7.75,-105.25,0.56,0.31,0.75,0.04,1.02
67.00,1.00,257.06,-5.44,-63.50,0.00,0.56,0.38,0.04,1.02
67.00,2.00,246.75,-27.06,19.50,-0.50,0.50,0.88,0.04,1.02
67.00,0.00,281.50,7.75,-105.25,1.06,0.31,1.00,0.10,1.04
67.00,1.00,257.06,-5.44,-63.50,-0.06,0.69,0.44,0.10,1.04
67.00,2.00,246.69,-27.12,19.50,-0.31,0.38,0.81,0.10,1.04
67.00,0.00,281.50,7.81,-105.31,1.69,-0.44,1.19,0.18,1.06
67.00,1.00,257.06,-5.44,-63.56,0.19,0.62,0.25,0.18,1.06
67.00,2.00,246.69,-27.12,19.50,-0.06,0.81,1.06,0.18,1.06
67.00,0.00,281.44,7.81,-105.38,2.88,-0.56,1.62,0.30,1.08
67.00,1.00,257.06,-5.44,-63.56,0.50,0.62,0.38,0.30,1.08
67.00,2.00,246.69,-27.12,19.50,-0.12,0.69,1.12,0.30,1.08
67.00,0.00,281.44,7.88,-105.44,3.62,-1.50,1.88,0.47,1.10
67.00,1.00,257.06,-5.44,-63.56,0.19,0.44,0.31,0.47,1.10
67.00,2.00,246.62,-27.12,19.44,-0.25,0.88,1.19,0.47,1.10
67.00,0.00,281.38,7.88,-105.50,4.75,-2.25,2.12,0.68,1.12
67.00,1.00,257.06,-5.44,-63.56,0.25,-0.12,0.06,0.68,1.12
67.00,2.00,246.62,-27.19,19.44,-0.25,0.75,1.25,0.68,1.12
67.00,0.00,281.38,7.94,-105.62,6.50,-2.56,2.88,0.94,1.14
67.00,1.00,257.06,-5.44,-63.56,0.62,-0.06,-0.31,0.94,1.14
67.00,2.00,246.62,-27.19,19.44,0.19,1.12,1.06,0.94,1.14
67.00,0.00,281.31,8.00,-105.81,8.31,-2.81,3.56,1.27,1.16
67.00,1.00,257.06,-5.44,-63.62,0.62,-0.06,-0.56,1.27,1.16
67.00,2.00,246.56,-27.25,19.44,0.50,1.25,1.38,1.27,1.16
