Iteration,IMUNo,OrientationX (deg),OrientationY,OrientationZ,GyroX (20rad/sec),GyroY,GyroZ,Elbow_Pos (rad),Time (sec)
32.00,0.00,264.44,7.50,-113.50,-0.25,0.06,-0.19,0.00,0.00
32.00,1.00,282.38,-4.56,-65.31,-0.12,-0.19,-0.12,0.00,0.00
32.00,2.00,280.25,-28.38,21.44,-0.19,0.25,-0.12,0.00,0.02
32.00,0.00,272.94,6.00,-113.06,0.12,-2.88,-0.50,-0.05,1.02
32.00,1.00,283.88,-4.94,-64.88,0.69,-0.88,-1.44,-0.05,1.02
32.00,2.00,282.81,-28.31,21.81,1.50,1.75,-0.94,-0.05,1.02
32.00,0.00,273.00,6.00,-113.06,0.38,-3.00,-0.19,-0.08,1.04
32.00,1.00,283.94,-4.94,-64.88,1.00,-0.50,-1.25,-0.08,1.04
32.00,2.00,282.88,-28.38,21.75,1.25,1.69,-0.88,-0.08,1.04
32.00,0.00,273.06,5.94,-113.12,0.56,-2.50,-0.19,-0.12,1.06
32.00,1.00,283.94,-4.94,-64.88,1.19,-0.38,-1.44,-0.12,1.06
32.00,2.00,282.88,-28.38,21.75,1.81,1.50,-0.25,-0.12,1.06
32.00,0.00,273.06,5.94,-113.12,1.19,-1.75,0.00,-0.13,1.08
32.00,1.00,284.00,-5.00,-64.94,1.31,-0.25,-2.00,-0.13,1.08
32.00,2.00,282.88,-28.44,21.69,1.44,0.94,0.44,-0.13,1.08
32.00,0.00,273.12,5.94,-113.19,2.12,-1.00,0.62,-0.10,1.10
32.00,1.00,284.00,-5.06,-64.94,1.25,-0.31,-2.69,-0.10,1.10
32.00,2.00,282.88,-28.44,21.69,1.31,1.38,0.44,-0.10,1.10
32.00,0.00,273.12,6.00,-113.31,3.12,-1.25,0.75,-0.07,1.12
32.00,1.00,284.06,-5.06,-65.00,1.50,-0.25,-2.94,-0.07,1.12
32.00,2.00,282.94,-28.50,21.69,2.19,2.25,0.06,-0.07,1.12
32.00,0.00,273.12,6.00,-113.31,3.69,-1.25,0.56,-0.04,1.14
32.00,1.00,284.12,-5.12,-65.00,1.31,-0.12,-3.06,-0.04,1.14
32.00,2.00,282.94,-28.50,21.62,2.69,2.00,-0.25,-0.04,1.14
32.00,0.00,273.12,5.94,-113.44,3.31,-1.69,-0.19,-0.03,1.16
32.00,1.00,284.19,-5.19,-65.00,1.38,-0.31,-2.69,-0.03,1.16
32.00,2.00,282.94,-28.56,21.56,3.06,1.50,-0.25,-0.03,1.16
32.00,0.00,273.19,5.94,-113.50,3.25,-1.38,-0.94,0.00,1.18
32.00,1.00,284.25,-5.25,-65.06,1.81,-0.50,-2.00,0.00,1.18
32.00,2.00,283.00,-28.56,21.50,2.38,1.06,0.12,0.00,1.18
32.00,0.00,273.25,5.94,-113.56,3.12,-1.44,-1.31,0.04,1.20
32.00,1.00,284.31,-5.25,-65.06,1.94,-0.81,-1.69,0.04,1.20
32.00,2.00,283.00,-28.56,21.50,2.12,1.25,0.12,0.04,1.20
32.00,0.00,273.25,5.88,-113.62,3.12,-0.94,-1.00,0.09,1.22
32.00,1.00,284.31,-5.31,-65.12,1.19,-0.44,-1.38,0.09,1.22
32.00,2.00,283.00,-28.62,21.44,1.69,1.06,-0.06,0.09,1.22
32.00,0.00,273.31,5.88,-113.69,2.00,-0.12,-0.88,0.10,1.24
32.00,1.00,284.38,-5.31,-65.12,1.12,-0.19,-0.81,0.10,1.24
32.00,2.00,283.00,-28.62,21.44,1.44,0.88,0.00,0.10,1.24
32.00,0.00,273.31,5.88,-113.69,1.75,-0.12,-0.88,0.13,1.26
32.00,1.00,284.38,-5.31,-65.19,1.06,0.00,-0.56,0.13,1.26
32.00,2.00,283.00,-28.62,21.38,0.94,0.25,0.31,0.13,1.26
32.00,0.00,273.31,5.88,-113.75,0.56,0.50,-0.81,0.13,1.28
32.00,1.00,284.38,-5.31,-65.19,1.00,0.25,-0.25,0.13,1.28
32.00,2.00,283.00,-28.62,21.38,0.50,0.12,0.44,0.13,1.28
32.00,0.00,273.31,5.81,-113.75,0.00,1.00,-0.69,0.13,1.30
32.00,1.00,284.38,-5.31,-65.19,0.81,0.25,-0.06,0.13,1.30
32.00,2.00,283.00,-28.62,21.38,0.19,0.00,0.50,0.13,1.30
32.00,0.00,273.25,5.81,-113.75,-0.62,1.19,-0.69,0.11,1.32
32.00,1.00,284.38,-5.31,-65.19,0.25,0.69,0.25,0.11,1.32
32.00,2.00,283.00,-28.62,21.38,-0.12,-0.19,0.56,0.11,1.32
32.00,0.00,273.25,5.81,-113.75,-0.69,1.56,-0.25,0.10,1.34
32.00,1.00,284.38,-5.31,-65.19,0.19,0.75,0.56,0.10,1.34
32.00,2.00,283.00,-28.62,21.38,-0.50,-0.56,0.81,0.10,1.34
32.00,0.00,273.19,5.88,-113.69,-0.75,1.25,-0.19,0.10,1.36
32.00,1.00,284.31,-5.31,-65.19,0.00,0.88,1.31,0.10,1.36
32.00,2.00,283.00,-28.62,21.38,-0.75,-0.94,0.75,0.10,1.36
32.00,0.00,273.19,5.88,-113.69,-0.69,2.00,0.00,0.11,1.38
32.00,1.00,284.31,-5.31,-65.19,0.31,0.44,1.06,0.11,1.38
32.00,2.00,282.94,-28.62,21.38,-0.81,-0.75,0.62,0.11,1.38
32.00,0.00,273.12,5.88,-113.69,-0.25,1.50,0.38,0.12,1.40
32.00,1.00,284.25,-5.25,-65.19,0.69,0.31,0.75,0.12,1.40
32.00,2.00,282.94,-28.62,21.38,-0.50,-0.75,0.56,0.12,1.40
32.00,0.00,273.06,5.88,-113.69,0.12,1.38,0.44,0.13,1.42
32.00,1.00,284.25,-5.25,-65.19,0.00,0.50,0.62,0.13,1.42
32.00,2.00,282.94,-28.56,21.38,-0.25,-0.94,0.31,0.13,1.42
32.00,0.00,273.00,5.94,-113.69,0.38,1.25,0.69,0.14,1.44
32.00,1.00,284.25,-5.25,-65.19,0.38,0.38,0.69,0.14,1.44
32.00,2.00,282.94,-28.56,21.38,0.12,-1.12,0.38,0.14,1.44
