Iteration,IMUNo,OrientationX (deg),OrientationY,OrientationZ,GyroX (20rad/sec),GyroY,GyroZ,Elbow_Pos (rad),Time (sec)
39.00,0.00,263.69,7.88,-109.75,-0.62,0.00,-0.12,-0.01,1.00
39.00,1.00,278.62,-4.19,-65.31,0.06,0.12,0.50,-0.01,1.02
39.00,2.00,273.06,-28.25,21.69,-0.31,-1.00,0.50,-0.01,1.02
39.00,0.00,263.69,7.88,-109.75,-0.44,-0.06,-0.06,-0.03,1.02
39.00,1.00,278.62,-4.19,-65.31,0.50,-0.06,0.50,-0.03,1.02
39.00,2.00,273.06,-28.19,21.69,0.06,-0.75,0.44,-0.03,1.04
39.00,0.00,263.69,7.88,-109.75,0.00,-0.06,-0.12,-0.03,1.04
39.00,1.00,278.62,-4.19,-65.31,0.38,-0.12,0.44,-0.03,1.04
39.00,2.00,273.06,-28.19,21.69,0.00,-0.56,0.44,-0.03,1.06
39.00,0.00,263.69,7.88,-109.81,0.56,0.00,0.06,0.00,1.06
39.00,1.00,278.62,-4.19,-65.31,0.25,0.00,0.25,0.00,1.06
39.00,2.00,273.06,-28.19,21.69,-0.12,-0.38,0.50,0.00,1.06
39.00,0.00,263.69,7.88,-109.81,0.81,0.62,0.38,0.02,1.08
39.00,1.00,278.62,-4.19,-65.31,0.19,-0.12,0.06,0.02,1.08
39.00,2.00,273.06,-28.19,21.69,0.25,-0.44,0.38,0.02,1.08
39.00,0.00,263.69,7.88,-109.81,0.69,0.44,0.25,0.03,1.10
39.00,1.00,278.62,-4.19,-65.38,0.50,0.19,0.12,0.03,1.10
39.00,2.00,273.06,-28.19,21.69,0.31,-0.31,0.62,0.03,1.10
39.00,0.00,263.69,7.88,-109.88,0.50,0.38,0.19,0.05,1.12
39.00,1.00,278.62,-4.25,-65.38,0.31,-0.12,0.06,0.05,1.12
39.00,2.00,273.06,-28.19,21.62,0.06,-0.50,0.62,0.05,1.12
39.00,0.00,263.69,7.88,-109.88,0.31,0.44,0.19,0.06,1.14
39.00,1.00,278.62,-4.25,-65.38,0.25,-0.06,0.12,0.06,1.14
39.00,2.00,273.00,-28.25,21.62,0.06,-0.50,0.81,0.06,1.14
39.00,0.00,263.69,7.88,-109.88,0.19,0.38,0.31,0.06,1.16
39.00,1.00,278.62,-4.25,-65.38,0.19,0.19,0.25,0.06,1.16
39.00,2.00,273.00,-28.25,21.62,0.00,-0.25,0.56,0.06,1.16
39.00,0.00,263.69,7.88,-109.88,0.12,0.38,0.06,0.08,1.18
39.00,1.00,278.62,-4.25,-65.38,0.31,0.06,0.56,0.08,1.18
39.00,2.00,273.00,-28.25,21.56,-0.44,-0.81,0.62,0.08,1.18
39.00,0.00,263.69,7.88,-109.88,0.00,0.44,0.06,0.10,1.20
39.00,1.00,278.62,-4.25,-65.38,0.00,0.38,0.75,0.10,1.20
39.00,2.00,273.00,-28.19,21.56,-0.38,-0.81,0.62,0.10,1.20
39.00,0.00,263.69,7.88,-109.88,-0.12,0.62,-0.19,0.11,1.22
39.00,1.00,278.62,-4.25,-65.44,0.19,-0.12,0.62,0.11,1.22
39.00,2.00,273.00,-28.19,21.56,-0.44,-0.69,0.88,0.11,1.22
39.00,0.00,263.69,7.88,-109.88,0.50,0.56,0.00,0.13,1.24
39.00,1.00,278.62,-4.25,-65.44,0.31,0.31,0.19,0.13,1.24
39.00,2.00,272.94,-28.19,21.56,-0.12,-0.31,0.50,0.13,1.24
39.00,0.00,263.69,7.88,-109.88,0.75,0.25,0.31,0.15,1.26
39.00,1.00,278.62,-4.25,-65.44,0.12,0.62,0.44,0.15,1.26
39.00,2.00,272.94,-28.19,21.56,0.25,-0.69,0.56,0.15,1.26
39.00,0.00,263.69,7.88,-109.94,1.19,-0.69,0.50,0.16,1.28
39.00,1.00,278.62,-4.25,-65.44,0.31,0.31,0.38,0.16,1.28
39.00,2.00,272.94,-28.19,21.50,1.00,-1.62,0.31,0.16,1.28
39.00,0.00,263.69,7.88,-110.00,1.56,-0.88,0.88,0.18,1.30
39.00,1.00,278.62,-4.25,-65.44,0.19,0.50,0.44,0.18,1.30
39.00,2.00,272.94,-28.12,21.44,1.12,-1.62,0.25,0.18,1.30
39.00,0.00,263.69,7.88,-110.06,3.44,-1.75,1.44,0.26,1.32
39.00,1.00,278.62,-4.25,-65.44,0.25,0.31,0.25,0.26,1.32
39.00,2.00,272.94,-28.12,21.44,1.25,-1.94,0.38,0.26,1.32
39.00,0.00,263.69,7.94,-110.19,5.12,-1.62,2.31,0.37,1.34
39.00,1.00,278.62,-4.25,-65.50,0.44,0.31,0.25,0.37,1.34
39.00,2.00,272.94,-28.06,21.38,2.06,-2.81,0.50,0.37,1.34
39.00,0.00,263.56,8.00,-110.44,6.56,-1.50,3.00,0.56,1.36
39.00,1.00,278.62,-4.25,-65.50,0.25,0.06,0.31,0.56,1.36
39.00,2.00,272.94,-28.00,21.31,1.56,-3.12,0.75,0.56,1.36
39.00,0.00,263.31,8.19,-110.75,10.81,0.69,5.50,0.91,1.38
39.00,1.00,278.62,-4.31,-65.50,0.06,-0.25,-0.06,0.91,1.38
39.00,2.00,272.88,-27.94,21.25,1.31,-4.62,1.06,0.91,1.38
39.00,0.00,262.94,8.38,-111.12,12.12,1.31,6.44,1.32,1.40
39.00,1.00,278.69,-4.31,-65.50,0.38,-1.12,0.06,1.32,1.40
39.00,2.00,272.88,-27.88,21.19,1.31,-5.69,0.75,1.32,1.40
39.00,0.00,262.69,8.56,-111.44,17.69,3.19,9.44,1.91,1.42
39.00,1.00,278.69,-4.31,-65.50,0.38,-1.88,-0.38,1.91,1.42
39.00,2.00,272.88,-27.75,21.12,1.88,-5.94,1.19,1.91,1.42
39.00,0.00,262.31,8.75,-111.81,22.31,3.00,12.25,2.72,1.44
39.00,1.00,278.69,-4.25,-65.56,0.38,-1.56,0.19,2.72,1.44
39.00,2.00,272.81,-27.62,21.06,0.69,-6.06,0.75,2.72,1.44
39.00,0.00,261.81,9.00,-112.25,25.00,2.75,14.06,3.70,1.46
39.00,1.00,278.75,-4.25,-65.56,-0.19,-2.31,0.12,3.70,1.46
39.00,2.00,272.81,-27.56,21.06,-1.25,-4.75,0.75,3.70,1.46
39.00,0.00,261.31,9.31,-112.81,30.81,2.25,17.25,4.86,1.48
39.00,1.00,278.81,-4.25,-65.56,0.25,-3.25,-0.75,4.86,1.48
39.00,2.00,272.75,-27.50,21.06,-0.19,-4.25,0.56,4.86,1.48
39.00,0.00,260.69,9.69,-113.56,38.25,-0.19,20.88,6.21,1.50
39.00,1.00,278.88,-4.25,-65.56,0.94,-3.62,-1.38,6.21,1.50
39.00,2.00,272.75,-27.44,21.00,2.38,-4.38,0.62,6.21,1.50
39.00,0.00,260.06,10.12,-114.44,44.56,-2.12,24.62,7.73,1.52
39.00,1.00,278.94,-4.25,-65.62,1.31,-3.50,-1.81,7.73,1.52
39.00,2.00,272.75,-27.31,20.88,3.81,-4.38,0.88,7.73,1.52
39.00,0.00,259.31,10.56,-115.44,48.38,-1.56,27.69,9.42,1.54
39.00,1.00,279.06,-4.25,-65.62,1.38,-3.88,-2.25,9.42,1.54
