Iteration,IMUNo,OrientationX (deg),OrientationY,OrientationZ,GyroX (20rad/sec),GyroY,GyroZ,Elbow_Pos (rad),Time (sec)
5.00,0.00,295.19,5.19,-106.50,-0.06,1.12,0.44,0.01,1.02
5.00,1.00,325.94,-6.75,-63.00,-0.06,0.38,0.31,0.01,1.02
5.00,2.00,287.94,-28.88,18.62,-0.31,0.12,-0.31,0.01,1.02
5.00,0.00,295.19,5.19,-106.50,-0.62,0.50,0.50,0.01,1.04
5.00,1.00,325.94,-6.75,-63.00,-0.62,0.69,0.50,0.01,1.04
5.00,2.00,287.94,-28.88,18.62,-0.62,0.12,-0.38,0.01,1.04
5.00,0.00,295.19,5.19,-106.50,-1.19,0.12,0.38,0.00,1.06
5.00,1.00,325.94,-6.75,-63.00,-0.56,0.31,0.94,0.00,1.06
5.00,2.00,287.94,-28.88,18.62,-0.94,-0.44,-0.25,0.00,1.06
5.00,0.00,295.19,5.19,-106.44,-1.12,0.62,-0.25,0.00,1.08
5.00,1.00,325.88,-6.75,-63.00,-0.44,0.19,1.00,0.00,1.08
5.00,2.00,287.88,-28.88,18.69,-1.06,-0.50,-0.06,0.00,1.08
5.00,0.00,295.12,5.19,-106.44,-0.75,0.75,-0.38,0.01,1.10
5.00,1.00,325.88,-6.69,-63.00,-0.38,0.38,1.00,0.01,1.10
5.00,2.00,287.88,-28.88,18.69,-1.06,-0.19,0.19,0.01,1.10
5.00,0.00,295.12,5.25,-106.44,-0.31,0.81,0.12,0.03,1.12
5.00,1.00,325.88,-6.69,-63.00,-0.50,0.44,0.88,0.03,1.12
5.00,2.00,287.88,-28.88,18.69,-1.00,-0.06,0.25,0.03,1.12
5.00,0.00,295.12,5.25,-106.44,-0.38,0.69,0.31,0.03,1.14
5.00,1.00,325.88,-6.69,-63.00,-0.31,0.25,0.62,0.03,1.14
5.00,2.00,287.88,-28.88,18.69,-0.56,-0.31,0.12,0.03,1.14
5.00,0.00,295.06,5.25,-106.44,-0.06,0.81,0.00,0.04,1.16
5.00,1.00,325.81,-6.69,-63.00,-0.25,-0.12,0.44,0.04,1.16
5.00,2.00,287.88,-28.88,18.69,-0.31,-0.38,-0.12,0.04,1.16
5.00,0.00,295.06,5.25,-106.44,0.31,0.94,-0.06,0.06,1.18
5.00,1.00,325.81,-6.69,-63.00,-0.44,0.31,0.25,0.06,1.18
5.00,2.00,287.88,-28.88,18.69,-0.56,0.25,0.06,0.06,1.18
5.00,0.00,295.06,5.25,-106.44,-0.12,0.44,0.00,0.08,1.20
5.00,1.00,325.81,-6.69,-63.00,-0.38,0.44,0.19,0.08,1.20
5.00,2.00,287.88,-28.88,18.69,-0.69,0.50,0.12,0.08,1.20
5.00,0.00,295.06,5.25,-106.44,-0.44,0.44,0.12,0.09,1.22
5.00,1.00,325.81,-6.69,-63.00,-0.25,0.44,0.19,0.09,1.22
5.00,2.00,287.88,-28.88,18.69,-0.81,0.12,0.19,0.09,1.22
5.00,0.00,295.06,5.25,-106.44,-0.38,0.81,-0.06,0.10,1.24
5.00,1.00,325.81,-6.69,-63.00,-0.38,0.44,0.56,0.10,1.24
5.00,2.00,287.88,-28.88,18.69,-0.62,0.12,0.25,0.10,1.24
5.00,0.00,295.00,5.25,-106.44,0.12,1.19,0.38,0.12,1.26
5.00,1.00,325.81,-6.69,-63.00,-0.25,0.50,0.38,0.12,1.26
5.00,2.00,287.88,-28.88,18.69,-0.50,-0.50,0.25,0.12,1.26
5.00,0.00,294.94,5.31,-106.50,0.94,1.19,0.50,0.14,1.28
5.00,1.00,325.81,-6.69,-63.00,-0.56,0.56,0.19,0.14,1.28
5.00,2.00,287.88,-28.88,18.62,0.06,-0.44,0.69,0.14,1.28
5.00,0.00,294.81,5.31,-106.56,2.44,1.69,1.19,0.22,1.30
5.00,1.00,325.81,-6.69,-63.00,-1.44,1.06,0.62,0.22,1.30
5.00,2.00,287.81,-28.88,18.62,-0.25,-1.62,0.75,0.22,1.30
5.00,0.00,294.69,5.44,-106.75,5.12,2.00,2.12,0.37,1.32
5.00,1.00,325.81,-6.69,-63.00,-1.38,0.25,0.69,0.37,1.32
5.00,2.00,287.81,-28.81,18.56,-0.12,-2.12,1.00,0.37,1.32
5.00,0.00,294.56,5.50,-106.88,8.94,1.88,3.81,0.60,1.34
5.00,1.00,325.81,-6.69,-63.00,-0.75,-0.44,0.75,0.60,1.34
5.00,2.00,287.75,-28.81,18.56,0.75,-2.50,1.06,0.60,1.34
5.00,0.00,294.38,5.62,-107.12,14.19,2.44,5.56,0.97,1.36
5.00,1.00,325.75,-6.62,-62.94,-0.94,-0.88,0.50,0.97,1.36
5.00,2.00,287.75,-28.75,18.50,1.19,-2.56,0.94,0.97,1.36
5.00,0.00,294.06,5.75,-107.50,20.19,4.31,7.50,1.49,1.38
5.00,1.00,325.81,-6.62,-62.94,-0.69,-1.31,0.38,1.49,1.38
5.00,2.00,287.75,-28.75,18.44,2.00,-2.25,1.12,1.49,1.38
5.00,0.00,293.69,5.94,-108.00,26.50,5.75,9.88,2.13,1.40
5.00,1.00,325.81,-6.62,-62.94,0.44,-2.56,-0.25,2.13,1.40
5.00,2.00,287.69,-28.69,18.38,4.06,-2.88,1.88,2.13,1.40
5.00,0.00,293.19,6.19,-108.56,33.38,6.88,12.56,2.92,1.42
5.00,1.00,325.81,-6.62,-62.94,1.12,-2.56,-0.56,2.92,1.42
5.00,2.00,287.69,-28.62,18.25,5.75,-3.62,1.81,2.92,1.42
5.00,0.00,292.56,6.56,-109.31,39.94,7.88,16.19,3.88,1.44
5.00,1.00,325.88,-6.56,-62.94,1.06,-2.44,-0.81,3.88,1.44
5.00,2.00,287.69,-28.56,18.06,6.12,-3.94,2.12,3.88,1.44
5.00,0.00,291.81,6.94,-110.19,46.44,7.94,18.81,5.03,1.46
5.00,1.00,325.94,-6.56,-63.00,1.44,-2.75,-0.94,5.03,1.46
5.00,2.00,287.62,-28.50,17.94,6.12,-4.06,2.38,5.03,1.46
5.00,0.00,291.06,7.31,-111.19,53.50,6.00,20.00,6.38,1.48
5.00,1.00,326.00,-6.56,-63.00,1.38,-3.00,-0.81,6.38,1.48
5.00,2.00,287.62,-28.44,17.75,6.31,-4.50,2.50,6.38,1.48
5.00,0.00,290.31,7.75,-112.31,60.44,2.88,21.88,7.89,1.50
5.00,1.00,326.00,-6.56,-63.00,1.25,-2.88,-0.69,7.89,1.50
5.00,2.00,287.56,-28.38,17.56,7.31,-4.81,3.06,7.89,1.50
5.00,0.00,289.50,8.19,-113.56,64.75,3.12,24.19,9.54,1.52
5.00,1.00,326.06,-6.56,-63.06,1.06,-2.44,-0.81,9.54,1.52
5.00,2.00,287.50,-28.31,17.31,7.00,-4.62,3.94,9.54,1.52
5.00,0.00,288.56,8.69,-114.88,67.56,4.56,26.25,11.32,1.54
5.00,1.00,326.12,-6.56,-63.06,0.75,-2.44,-0.81,11.32,1.54
5.00,2.00,287.44,-28.25,17.12,5.12,-4.69,4.69,11.32,1.54
5.00,0.00,287.50,9.19,-116.31,72.25,4.50,26.94,13.20,1.56
5.00,1.00,326.19,-6.56,-63.06,1.00,-2.75,-0.75,13.20,1.56
