Iteration,IMUNo,OrientationX (deg),OrientationY,OrientationZ,GyroX (20rad/sec),GyroY,GyroZ,Elbow_Pos (rad),Time (sec)
24.00,0.00,274.12,5.62,-112.00,0.19,-0.56,0.19,-0.02,1.02
24.00,1.00,291.12,-5.69,-65.31,0.12,-0.06,-0.38,-0.02,1.02
24.00,2.00,286.88,-28.56,17.31,0.69,0.12,0.12,-0.02,1.02
24.00,0.00,274.12,5.62,-112.00,0.19,-0.56,0.19,-0.02,1.02
24.00,1.00,291.12,-5.69,-65.31,0.12,-0.06,-0.38,-0.02,1.02
24.00,2.00,286.88,-28.56,17.31,0.69,0.12,0.12,-0.02,1.02
24.00,0.00,274.12,5.62,-112.00,0.44,-0.06,0.25,-0.04,1.04
24.00,1.00,291.12,-5.69,-65.38,-0.19,-0.06,0.00,-0.04,1.04
24.00,2.00,286.88,-28.56,17.31,0.81,0.00,0.12,-0.04,1.04
24.00,0.00,274.12,5.62,-112.00,-0.06,-0.38,0.12,-0.05,1.06
24.00,1.00,291.12,-5.69,-65.38,-0.25,-0.19,0.06,-0.05,1.06
24.00,2.00,286.88,-28.56,17.31,0.31,-0.38,0.25,-0.05,1.06
24.00,0.00,274.12,5.62,-112.00,-0.12,-0.19,-0.12,-0.07,1.08
24.00,1.00,291.12,-5.69,-65.38,0.00,-0.31,0.00,-0.07,1.08
24.00,2.00,286.88,-28.56,17.31,0.25,-0.06,0.12,-0.07,1.08
24.00,0.00,274.12,5.62,-112.00,0.19,0.19,0.12,-0.09,1.10
24.00,1.00,291.12,-5.69,-65.38,0.00,-0.12,-0.44,-0.09,1.10
24.00,2.00,286.88,-28.56,17.31,0.75,0.06,-0.12,-0.09,1.10
24.00,0.00,274.12,5.62,-112.00,0.25,-0.31,0.56,-0.11,1.12
24.00,1.00,291.12,-5.69,-65.38,-0.25,0.00,-0.44,-0.11,1.12
24.00,2.00,286.88,-28.56,17.25,0.69,0.44,0.00,-0.11,1.12
24.00,0.00,274.06,5.62,-112.00,0.12,-0.56,0.75,-0.12,1.14
24.00,1.00,291.12,-5.69,-65.44,-0.50,0.12,-0.12,-0.12,1.14
24.00,2.00,286.88,-28.56,17.25,0.31,-0.06,-0.44,-0.12,1.14
24.00,0.00,274.12,5.62,-112.00,-0.25,-0.62,0.50,-0.14,1.16
24.00,1.00,291.12,-5.69,-65.44,0.00,0.06,0.12,-0.14,1.16
24.00,2.00,286.88,-28.56,17.25,0.25,-0.19,-0.19,-0.14,1.16
24.00,0.00,274.12,5.62,-112.00,-0.56,-0.75,0.25,-0.18,1.18
24.00,1.00,291.12,-5.69,-65.44,0.19,0.25,-0.06,-0.18,1.18
24.00,2.00,286.88,-28.56,17.25,0.44,0.06,0.00,-0.18,1.18
24.00,0.00,274.12,5.62,-112.00,0.00,-0.94,0.06,-0.19,1.20
24.00,1.00,291.12,-5.69,-65.44,-0.25,0.25,0.19,-0.19,1.20
24.00,2.00,286.88,-28.56,17.25,0.19,-0.12,0.25,-0.19,1.20
24.00,0.00,274.12,5.62,-112.00,0.00,-0.38,-0.06,-0.18,1.22
24.00,1.00,291.12,-5.69,-65.44,-0.25,0.50,0.12,-0.18,1.22
24.00,2.00,286.88,-28.56,17.25,-0.12,0.12,0.38,-0.18,1.22
24.00,0.00,274.12,5.62,-112.00,0.12,0.00,0.12,-0.18,1.24
24.00,1.00,291.12,-5.69,-65.50,0.12,0.38,0.38,-0.18,1.24
24.00,2.00,286.88,-28.56,17.25,0.06,0.19,0.50,-0.18,1.24
24.00,0.00,274.12,5.62,-112.00,0.56,0.75,0.06,-0.17,1.26
24.00,1.00,291.12,-5.69,-65.50,0.50,0.44,0.50,-0.17,1.26
24.00,2.00,286.88,-28.56,17.25,0.31,-0.12,0.56,-0.17,1.26
24.00,0.00,274.12,5.62,-112.00,0.62,0.75,0.19,-0.16,1.28
24.00,1.00,291.12,-5.69,-65.50,0.31,0.50,0.62,-0.16,1.28
24.00,2.00,286.88,-28.56,17.25,0.31,-0.19,0.75,-0.16,1.28
24.00,0.00,274.06,5.62,-112.06,0.94,0.69,0.50,-0.14,1.30
