Iteration,IMUNo,OrientationX (deg),OrientationY,OrientationZ,GyroX (20rad/sec),GyroY,GyroZ,Elbow_Pos (rad),Time (sec)
35.00,0.00,271.94,4.81,-105.50,0.00,0.56,0.19,0.00,1.02
35.00,1.00,281.19,-5.12,-64.56,0.06,0.31,0.19,0.00,1.02
35.00,2.00,279.81,-28.19,19.50,0.06,0.12,0.25,0.00,1.02
35.00,0.00,271.88,4.81,-105.50,0.19,0.69,0.12,0.02,1.04
35.00,1.00,281.19,-5.12,-64.56,0.38,0.31,0.19,0.02,1.04
35.00,2.00,279.81,-28.19,19.50,-0.31,0.06,0.25,0.02,1.04
35.00,0.00,271.88,4.81,-105.50,0.25,0.62,0.06,0.03,1.04
35.00,1.00,281.19,-5.12,-64.56,0.19,0.31,0.19,0.03,1.06
35.00,2.00,279.81,-28.19,19.50,-0.12,-0.12,0.38,0.03,1.06
35.00,0.00,271.88,4.81,-105.50,0.06,0.69,-0.19,0.04,1.06
35.00,1.00,281.19,-5.12,-64.56,0.44,0.31,0.50,0.04,1.06
35.00,2.00,279.81,-28.19,19.50,-0.06,-0.25,0.50,0.04,1.08
35.00,0.00,271.81,4.88,-105.50,-0.38,1.44,-0.38,0.03,1.08
35.00,1.00,281.19,-5.12,-64.56,0.25,0.69,0.69,0.03,1.08
35.00,2.00,279.81,-28.19,19.50,-0.12,-0.25,0.56,0.03,1.08
35.00,0.00,271.81,4.88,-105.56,-0.44,1.56,-0.19,0.04,1.10
35.00,1.00,281.19,-5.12,-64.56,0.31,0.75,0.75,0.04,1.10
35.00,2.00,279.75,-28.19,19.50,-0.75,0.06,0.75,0.04,1.10
35.00,0.00,271.75,4.88,-105.56,-0.31,1.62,0.06,0.06,1.12
35.00,1.00,281.12,-5.12,-64.56,0.25,0.75,0.69,0.06,1.12
35.00,2.00,279.75,-28.19,19.50,-0.88,0.25,0.69,0.06,1.12
35.00,0.00,271.69,4.88,-105.56,-0.31,1.19,0.06,0.06,1.14
35.00,1.00,281.12,-5.12,-64.56,-0.19,0.94,0.50,0.06,1.14
35.00,2.00,279.75,-28.19,19.50,-0.38,0.00,0.50,0.06,1.14
35.00,0.00,271.69,4.88,-105.56,-0.12,0.62,-0.25,0.05,1.16
35.00,1.00,281.12,-5.12,-64.56,0.50,1.00,0.50,0.05,1.16
35.00,2.00,279.75,-28.19,19.50,0.12,0.12,0.44,0.05,1.16
35.00,0.00,271.69,4.88,-105.56,0.12,0.38,-0.19,0.07,1.18
35.00,1.00,281.12,-5.12,-64.56,0.81,0.94,0.75,0.07,1.18
35.00,2.00,279.75,-28.19,19.50,-0.31,-0.19,0.38,0.07,1.18
35.00,0.00,271.69,4.88,-105.56,0.12,0.19,-0.19,0.08,1.20
35.00,1.00,281.06,-5.12,-64.62,0.81,0.88,0.88,0.08,1.20
35.00,2.00,279.75,-28.19,19.50,-0.19,0.06,0.75,0.08,1.20
35.00,0.00,271.69,4.88,-105.56,0.19,0.31,0.00,0.07,1.22
35.00,1.00,281.06,-5.12,-64.62,1.06,0.69,0.50,0.07,1.22
35.00,2.00,279.75,-28.19,19.50,0.44,0.00,1.06,0.07,1.22
35.00,0.00,271.62,4.88,-105.62,0.88,0.62,0.50,0.07,1.24
35.00,1.00,281.06,-5.12,-64.62,1.50,0.69,0.44,0.07,1.24
35.00,2.00,279.69,-28.25,19.50,0.88,0.06,1.38,0.07,1.24
35.00,0.00,271.62,4.94,-105.69,1.50,0.94,1.00,0.09,1.26
35.00,1.00,281.06,-5.12,-64.69,1.69,0.56,0.44,0.09,1.26
35.00,2.00,279.69,-28.25,19.44,0.94,-0.31,1.88,0.09,1.26
