Iteration,IMUNo,OrientationX (deg),OrientationY,OrientationZ,GyroX (20rad/sec),GyroY,GyroZ,Elbow_Pos (rad),Time (sec)
71.00,0.00,276.88,7.75,-111.12,-0.56,0.00,-0.12,-0.02,1.02
71.00,1.00,251.62,-5.62,-65.31,0.00,0.38,0.38,-0.02,1.02
71.00,2.00,240.75,-26.69,18.06,-0.06,-0.06,0.25,-0.02,1.02
71.00,0.00,276.88,7.75,-111.12,-0.38,0.12,-0.12,-0.03,1.04
71.00,1.00,251.62,-5.62,-65.31,0.25,0.06,0.31,-0.03,1.04
71.00,2.00,240.75,-26.69,18.06,-0.19,-0.31,0.50,-0.03,1.04
71.00,0.00,276.88,7.75,-111.12,-0.06,0.88,0.06,-0.02,1.06
71.00,1.00,251.62,-5.62,-65.31,-0.12,0.00,-0.06,-0.02,1.06
71.00,2.00,240.75,-26.69,18.06,-0.19,0.00,0.19,-0.02,1.06
71.00,0.00,276.81,7.75,-111.12,-0.12,0.94,0.06,-0.02,1.08
71.00,1.00,251.62,-5.62,-65.31,0.19,0.00,-0.12,-0.02,1.08
71.00,2.00,240.75,-26.69,18.06,-0.19,0.00,0.31,-0.02,1.08
71.00,0.00,276.81,7.75,-111.12,-0.38,0.81,0.12,-0.04,1.10
71.00,1.00,251.62,-5.62,-65.31,-0.06,0.31,0.00,-0.04,1.10
71.00,2.00,240.75,-26.69,18.06,0.06,-0.31,0.19,-0.04,1.10
71.00,0.00,276.81,7.75,-111.12,-0.31,0.31,0.06,-0.05,1.12
71.00,1.00,251.62,-5.62,-65.31,0.25,0.25,0.56,-0.05,1.12
71.00,2.00,240.75,-26.69,18.06,-0.06,-0.25,0.38,-0.05,1.12
71.00,0.00,276.81,7.75,-111.12,-0.25,0.50,-0.19,-0.05,1.14
71.00,1.00,251.62,-5.62,-65.31,0.38,0.12,0.62,-0.05,1.14
71.00,2.00,240.69,-26.69,18.00,-0.25,-0.44,0.69,-0.05,1.14
71.00,0.00,276.81,7.81,-111.12,0.06,1.06,-0.25,-0.04,1.16
71.00,1.00,251.62,-5.62,-65.31,0.56,0.00,0.56,-0.04,1.16
71.00,2.00,240.69,-26.69,18.00,-0.06,-0.62,1.06,-0.04,1.16
71.00,0.00,276.75,7.81,-111.12,0.56,1.56,0.19,-0.04,1.18
71.00,1.00,251.62,-5.62,-65.31,0.56,0.56,0.50,-0.04,1.18
71.00,2.00,240.69,-26.69,18.00,0.50,0.00,0.94,-0.04,1.18
71.00,0.00,276.69,7.81,-111.12,1.19,1.75,0.50,-0.02,1.20
71.00,1.00,251.62,-5.62,-65.38,0.81,0.69,0.62,-0.02,1.20
71.00,2.00,240.69,-26.69,18.00,0.56,-0.12,1.12,-0.02,1.20
71.00,0.00,276.62,7.81,-111.19,2.06,2.12,1.00,0.02,1.22
71.00,1.00,251.62,-5.62,-65.38,1.12,1.12,0.75,0.02,1.22
71.00,2.00,240.62,-26.69,18.00,1.12,-1.00,1.38,0.02,1.22
71.00,0.00,276.50,7.88,-111.25,3.00,2.38,1.75,0.07,1.24
71.00,1.00,251.56,-5.62,-65.38,0.50,1.19,0.88,0.07,1.24
71.00,2.00,240.62,-26.69,17.94,1.81,-1.69,1.25,0.07,1.24
71.00,0.00,276.31,8.00,-111.38,4.56,2.75,2.62,0.19,1.26
71.00,1.00,251.56,-5.62,-65.44,1.25,0.69,0.94,0.19,1.26
71.00,2.00,240.56,-26.62,17.88,1.69,-2.81,1.56,0.19,1.26
71.00,0.00,276.00,8.12,-111.62,7.81,3.25,3.69,0.37,1.28
71.00,1.00,251.50,-5.62,-65.44,2.00,0.44,0.62,0.37,1.28
71.00,2.00,240.56,-26.56,17.81,3.19,-4.00,1.75,0.37,1.28
71.00,0.00,275.69,8.31,-111.94,10.25,3.31,4.94,0.60,1.30
71.00,1.00,251.50,-5.62,-65.50,2.69,0.62,0.69,0.60,1.30
71.00,2.00,240.56,-26.50,17.69,4.44,-5.75,1.25,0.60,1.30
71.00,0.00,275.31,8.50,-112.31,14.19,3.75,6.75,1.04,1.32
71.00,1.00,251.50,-5.62,-65.56,2.62,0.44,0.56,1.04,1.32
71.00,2.00,240.50,-26.44,17.62,3.31,-7.06,0.75,1.04,1.32
71.00,0.00,274.94,8.69,-112.62,19.62,4.81,9.69,1.75,1.34
71.00,1.00,251.50,-5.62,-65.56,2.12,-1.50,-0.06,1.75,1.34
71.00,2.00,240.50,-26.25,17.50,1.75,-6.56,1.44,1.75,1.34
71.00,0.00,274.44,8.94,-113.12,26.44,5.44,13.31,2.66,1.36
71.00,1.00,251.56,-5.56,-65.62,3.12,-2.38,-0.69,2.66,1.36
71.00,2.00,240.44,-26.19,17.44,3.75,-7.31,1.75,2.66,1.36
71.00,0.00,273.75,9.25,-113.75,33.12,6.69,16.94,3.70,1.38
71.00,1.00,251.62,-5.56,-65.75,4.94,-3.44,-1.31,3.70,1.38
71.00,2.00,240.44,-26.12,17.38,7.06,-7.00,2.00,3.70,1.38
71.00,0.00,273.00,9.69,-114.44,38.25,7.44,20.19,4.97,1.40
71.00,1.00,251.75,-5.56,-65.81,6.00,-3.69,-1.44,4.97,1.40
71.00,2.00,240.38,-25.94,17.12,6.62,-5.75,1.75,4.97,1.40
71.00,0.00,272.06,10.12,-115.25,43.12,7.62,22.44,6.49,1.42
71.00,1.00,251.81,-5.56,-65.94,5.81,-3.81,-1.25,6.49,1.42
71.00,2.00,240.38,-25.88,17.06,5.12,-4.25,1.62,6.49,1.42
71.00,0.00,271.19,10.56,-116.25,52.88,2.00,26.00,8.46,1.44
71.00,1.00,251.88,-5.56,-66.06,5.62,-3.94,-1.19,8.46,1.44
71.00,2.00,240.38,-25.81,16.88,3.69,-1.69,1.69,8.46,1.44
71.00,0.00,270.62,10.88,-116.94,54.62,2.69,28.81,10.60,1.46
71.00,1.00,251.94,-5.56,-66.12,6.06,-3.94,-1.12,10.60,1.46
71.00,2.00,240.31,-25.88,16.81,1.25,2.12,2.38,10.60,1.46
71.00,0.00,269.62,11.38,-118.00,53.56,6.75,30.69,12.61,1.48
71.00,1.00,252.06,-5.56,-66.25,6.00,-3.69,-1.31,12.61,1.48
71.00,2.00,240.31,-25.88,16.81,3.19,1.75,3.44,12.61,1.48
71.00,0.00,268.38,12.00,-119.06,53.94,8.56,31.31,14.54,1.50
71.00,1.00,252.12,-5.56,-66.38,6.38,-3.19,-1.50,14.54,1.50
71.00,2.00,240.19,-25.94,16.56,5.75,-1.81,5.06,14.54,1.50
71.00,0.00,267.06,12.62,-120.19,56.19,8.81,32.19,16.51,1.52
71.00,1.00,252.19,-5.56,-66.50,6.38,-2.38,-1.44,16.51,1.52
71.00,2.00,240.12,-25.88,16.38,7.00,-4.81,6.06,16.51,1.52
71.00,0.00,265.62,13.25,-121.31,57.88,8.06,34.06,18.53,1.54
71.00,1.00,252.25,-5.56,-66.62,5.94,-1.75,-1.38,18.53,1.54
71.00,2.00,240.00,-25.81,16.12,7.50,-6.50,6.81,18.53,1.54
71.00,0.00,264.19,13.88,-122.50,57.56,7.69,33.94,20.52,1.56
71.00,1.00,252.31,-5.56,-66.69,5.19,-0.94,-0.69,20.52,1.56
71.00,2.00,239.88,-25.69,15.88,7.69,-8.31,7.50,20.52,1.56
71.00,0.00,262.75,14.50,-123.62,56.88,6.25,31.88,22.49,1.58
71.00,1.00,252.31,-5.56,-66.75,5.44,-0.12,0.12,22.49,1.58
71.00,2.00,239.69,-25.56,15.56,7.62,-9.75,8.25,22.49,1.58
71.00,0.00,261.31,15.06,-124.81,56.50,6.06,30.94,24.52,1.60
71.00,1.00,252.31,-5.56,-66.88,4.12,0.88,0.50,24.52,1.60
