Iteration,IMUNo,OrientationX (deg),OrientationY,OrientationZ,GyroX (20rad/sec),GyroY,GyroZ,Elbow_Pos (rad),Time (sec)
12.00,0.00,291.56,5.06,-105.62,1.19,-0.94,-0.06,-0.01,0.00
12.00,1.00,307.06,-4.88,-65.19,1.94,0.25,0.12,-0.01,0.00
12.00,2.00,289.06,-27.94,16.62,1.44,0.12,0.31,-0.01,0.02
12.00,0.00,292.50,4.56,-107.19,1.06,-2.62,0.38,-0.01,1.02
12.00,1.00,306.94,-4.69,-66.12,1.12,0.38,0.38,-0.01,1.02
12.00,2.00,289.31,-27.25,15.94,1.12,0.06,-0.44,-0.01,1.02
12.00,0.00,292.50,4.56,-107.19,1.00,-2.38,0.69,-0.02,1.04
12.00,1.00,306.94,-4.69,-66.12,1.19,0.12,0.25,-0.02,1.04
12.00,2.00,289.31,-27.25,15.94,1.25,0.56,-0.19,-0.02,1.04
12.00,0.00,292.56,4.56,-107.25,1.00,-1.94,1.12,-0.02,1.06
12.00,1.00,306.94,-4.69,-66.19,1.12,0.62,0.44,-0.02,1.06
12.00,2.00,289.31,-27.25,15.88,0.94,0.44,-0.31,-0.02,1.06
12.00,0.00,292.56,4.56,-107.25,0.38,-1.19,1.19,-0.04,1.08
12.00,1.00,306.94,-4.69,-66.19,1.25,0.44,0.62,-0.04,1.08
12.00,2.00,289.31,-27.25,15.88,0.88,-0.06,-0.19,-0.04,1.08
12.00,0.00,292.56,4.62,-107.25,0.19,-0.81,0.50,-0.07,1.10
12.00,1.00,306.94,-4.69,-66.19,1.19,0.12,0.75,-0.07,1.10
12.00,2.00,289.31,-27.25,15.88,0.75,-0.25,-0.12,-0.07,1.10
12.00,0.00,292.56,4.62,-107.25,0.56,-0.56,0.06,-0.07,1.12
12.00,1.00,306.94,-4.69,-66.25,0.94,0.25,0.19,-0.07,1.12
12.00,2.00,289.31,-27.25,15.88,0.62,-0.25,0.25,-0.07,1.12
12.00,0.00,292.56,4.56,-107.31,1.00,-1.31,0.06,-0.08,1.14
12.00,1.00,306.94,-4.69,-66.31,1.69,0.19,-0.12,-0.08,1.14
12.00,2.00,289.31,-27.25,15.81,1.38,0.06,0.06,-0.08,1.14
12.00,0.00,292.62,4.56,-107.38,1.75,-1.31,0.56,-0.08,1.16
12.00,1.00,306.94,-4.69,-66.31,1.88,-0.25,-0.19,-0.08,1.16
12.00,2.00,289.31,-27.25,15.81,1.69,0.25,-0.06,-0.08,1.16
12.00,0.00,292.62,4.62,-107.38,2.38,-1.06,0.56,-0.07,1.18
12.00,1.00,306.94,-4.69,-66.38,1.56,-0.69,-0.06,-0.07,1.18
12.00,2.00,289.38,-27.25,15.75,2.19,-0.12,-0.44,-0.07,1.18
12.00,0.00,292.62,4.62,-107.44,2.25,-0.81,0.75,-0.07,1.20
12.00,1.00,307.00,-4.69,-66.38,1.62,-0.62,-0.31,-0.07,1.20
12.00,2.00,289.38,-27.25,15.69,2.25,0.12,-0.31,-0.07,1.20
12.00,0.00,292.62,4.62,-107.50,2.44,-1.25,1.25,-0.04,1.22
12.00,1.00,307.00,-4.69,-66.44,1.62,-0.19,-0.31,-0.04,1.22
12.00,2.00,289.38,-27.25,15.62,1.75,0.06,0.00,-0.04,1.22
12.00,0.00,292.56,4.69,-107.62,2.62,-1.75,1.56,0.01,1.24
12.00,1.00,307.00,-4.75,-66.50,1.00,0.12,0.19,0.01,1.24
12.00,2.00,289.38,-27.25,15.56,1.44,0.25,0.19,0.01,1.24
12.00,0.00,292.56,4.75,-107.69,2.94,-0.94,2.44,0.08,1.26
12.00,1.00,307.00,-4.75,-66.50,0.75,0.31,0.38,0.08,1.26
12.00,2.00,289.38,-27.31,15.56,1.12,-0.12,0.75,0.08,1.26
12.00,0.00,292.44,4.81,-107.81,4.06,-0.38,3.31,0.20,1.28
12.00,1.00,307.00,-4.75,-66.50,0.38,0.62,0.69,0.20,1.28
12.00,2.00,289.31,-27.31,15.50,1.31,-0.50,0.69,0.20,1.28
12.00,0.00,292.25,4.94,-108.06,6.06,0.75,3.94,0.38,1.30
12.00,1.00,307.00,-4.75,-66.50,0.31,0.44,0.56,0.38,1.30
12.00,2.00,289.31,-27.31,15.44,1.75,-1.00,0.88,0.38,1.30
12.00,0.00,292.06,5.06,-108.19,9.69,2.06,4.94,0.72,1.32
12.00,1.00,307.00,-4.75,-66.50,0.38,-0.31,0.38,0.72,1.32
12.00,2.00,289.31,-27.25,15.38,1.38,-1.44,1.00,0.72,1.32
12.00,0.00,291.88,5.19,-108.44,13.69,3.44,5.81,1.19,1.34
12.00,1.00,307.00,-4.75,-66.56,1.62,-0.94,0.25,1.19,1.34
12.00,2.00,289.31,-27.25,15.31,2.50,-1.69,1.31,1.19,1.34
12.00,0.00,291.56,5.31,-108.75,17.75,4.56,6.31,1.73,1.36
12.00,1.00,307.00,-4.75,-66.56,2.38,-1.00,-0.19,1.73,1.36
12.00,2.00,289.25,-27.25,15.19,4.81,-2.56,2.06,1.73,1.36
12.00,0.00,291.12,5.56,-109.44,22.06,6.00,7.19,2.43,1.38
12.00,1.00,307.00,-4.75,-66.62,3.44,-1.00,-0.56,2.43,1.38
12.00,2.00,289.25,-27.19,15.06,5.19,-2.88,2.62,2.43,1.38
12.00,0.00,290.62,5.81,-110.12,26.06,7.19,7.44,3.30,1.40
12.00,1.00,307.06,-4.75,-66.69,3.25,-1.19,-0.31,3.30,1.40
12.00,2.00,289.19,-27.12,14.94,5.12,-3.31,3.44,3.30,1.40
12.00,0.00,290.06,6.06,-110.81,29.75,8.62,7.62,4.31,1.42
