Iteration,IMUNo,OrientationX (deg),OrientationY,OrientationZ,GyroX (20rad/sec),GyroY,GyroZ,Elbow_Pos (rad),Time (sec)
23.00,0.00,275.94,5.50,-112.75,0.69,-0.56,0.00,-0.02,1.02
23.00,1.00,292.81,-6.00,-66.12,0.81,-0.06,0.06,-0.02,1.02
23.00,2.00,288.12,-28.56,16.69,1.12,0.06,0.25,-0.02,1.02
23.00,0.00,275.94,5.50,-112.75,0.69,-0.56,0.00,-0.02,1.02
23.00,1.00,292.81,-6.00,-66.12,0.81,-0.06,0.06,-0.02,1.02
23.00,2.00,288.12,-28.56,16.69,1.12,0.06,0.25,-0.02,1.02
23.00,0.00,276.00,5.50,-112.81,1.12,-1.19,0.06,-0.04,1.04
23.00,1.00,292.81,-6.00,-66.19,1.00,-0.19,0.00,-0.04,1.04
23.00,2.00,288.12,-28.56,16.69,1.50,0.56,0.12,-0.04,1.04
23.00,0.00,276.00,5.50,-112.81,0.94,-0.75,0.00,-0.03,1.06
23.00,1.00,292.81,-6.00,-66.19,0.50,-0.25,0.00,-0.03,1.06
23.00,2.00,288.19,-28.56,16.62,0.81,0.44,0.38,-0.03,1.06
23.00,0.00,276.00,5.50,-112.81,0.88,-1.00,0.25,-0.03,1.08
23.00,1.00,292.81,-6.00,-66.19,0.44,-0.38,0.12,-0.03,1.08
23.00,2.00,288.19,-28.56,16.62,0.88,0.06,0.06,-0.03,1.08
23.00,0.00,276.06,5.50,-112.88,0.62,-1.06,0.19,-0.06,1.10
23.00,1.00,292.81,-6.00,-66.25,0.62,-0.31,0.38,-0.06,1.10
23.00,2.00,288.19,-28.56,16.62,1.38,0.06,-0.12,-0.06,1.10
23.00,0.00,276.06,5.50,-112.88,0.56,-1.00,0.31,-0.09,1.12
23.00,1.00,292.81,-6.00,-66.25,0.56,-0.38,0.25,-0.09,1.12
23.00,2.00,288.19,-28.56,16.56,1.12,0.19,-0.06,-0.09,1.12
23.00,0.00,276.12,5.50,-112.88,0.62,-1.44,0.44,-0.10,1.14
23.00,1.00,292.81,-6.00,-66.25,0.25,-0.06,0.00,-0.10,1.14
23.00,2.00,288.19,-28.56,16.56,0.81,0.19,0.19,-0.10,1.14
23.00,0.00,276.12,5.44,-112.88,0.44,-0.75,0.50,-0.10,1.16
23.00,1.00,292.81,-6.00,-66.31,-0.12,-0.19,0.44,-0.10,1.16
23.00,2.00,288.19,-28.56,16.56,0.44,0.06,0.06,-0.10,1.16
23.00,0.00,276.19,5.44,-112.88,0.31,-0.81,0.44,-0.11,1.18
23.00,1.00,292.81,-6.00,-66.31,0.06,-0.31,0.38,-0.11,1.18
23.00,2.00,288.19,-28.56,16.56,0.62,-0.12,0.00,-0.11,1.18
23.00,0.00,276.19,5.44,-112.88,0.38,-0.81,0.62,-0.13,1.20
23.00,1.00,292.81,-6.00,-66.31,0.38,-0.31,0.38,-0.13,1.20
