Iteration,IMUNo,OrientationX (deg),OrientationY,OrientationZ,GyroX (20rad/sec),GyroY,GyroZ,Elbow_Pos (rad),Time (sec)
20.00,0.00,281.88,-4.94,-81.88,-0.38,1.81,0.94,-0.03,1.00
20.00,1.00,287.44,-4.06,-57.19,-0.31,0.69,0.19,-0.03,1.00
20.00,2.00,261.62,-2.94,29.44,0.56,-0.50,0.69,-0.03,1.02
20.00,0.00,281.88,-4.94,-81.88,-0.56,1.75,1.12,-0.06,1.02
20.00,1.00,287.44,-4.06,-57.19,-0.50,0.75,0.12,-0.06,1.02
20.00,2.00,261.62,-2.94,29.44,0.25,-1.06,0.94,-0.06,1.02
20.00,0.00,281.81,-4.88,-81.94,-0.31,2.19,1.12,-0.08,1.04
20.00,1.00,287.44,-4.06,-57.19,-0.44,0.69,0.25,-0.08,1.04
20.00,2.00,261.62,-2.94,29.44,0.19,-0.81,0.88,-0.08,1.04
20.00,0.00,281.75,-4.88,-81.94,-0.69,1.75,0.81,-0.11,1.06
20.00,1.00,287.44,-4.06,-57.19,-0.25,0.44,0.38,-0.11,1.06
20.00,2.00,261.62,-2.88,29.44,0.44,-0.38,0.50,-0.11,1.06
20.00,0.00,281.75,-4.88,-81.88,-0.44,1.12,0.62,-0.14,1.08
20.00,1.00,287.44,-4.06,-57.19,-0.12,0.50,0.19,-0.14,1.08
20.00,2.00,261.62,-2.88,29.44,0.38,-0.25,0.25,-0.14,1.08
20.00,0.00,281.69,-4.88,-81.88,-0.38,0.44,0.69,-0.17,1.10
20.00,1.00,287.38,-4.06,-57.19,-0.12,0.62,0.31,-0.17,1.10
20.00,2.00,261.62,-2.88,29.44,0.44,-0.31,0.31,-0.17,1.10
20.00,0.00,281.69,-4.88,-81.88,-0.44,-0.31,0.25,-0.21,1.12
20.00,1.00,287.38,-4.06,-57.19,0.00,0.31,0.31,-0.21,1.12
20.00,2.00,261.62,-2.88,29.44,0.62,-0.25,-0.19,-0.21,1.12
20.00,0.00,281.69,-4.88,-81.88,-0.38,-0.38,-0.06,-0.23,1.14
20.00,1.00,287.38,-4.06,-57.19,-0.06,0.38,0.12,-0.23,1.14
20.00,2.00,261.62,-2.88,29.44,0.50,-0.06,-0.06,-0.23,1.14
20.00,0.00,281.69,-4.88,-81.88,-0.12,0.38,0.06,-0.26,1.16
20.00,1.00,287.38,-4.06,-57.19,-0.06,0.12,-0.19,-0.26,1.16
20.00,2.00,261.62,-2.88,29.38,0.75,0.50,0.19,-0.26,1.16
20.00,0.00,281.69,-4.88,-81.88,0.12,0.94,0.31,-0.28,1.18
